meaning,example,order,word,numbering
31_1,这台锅炉达到一定的温度后会自动关闭。,2,31,31_1_2
31_2,若违反规定三次，则自动解除劳动合同。,1,31,31_2_1
31_2,他一听到那种话，就会张口骂人。,2,31,31_2_2
32_1,说明书中的内容,1,32,32_1_1
32_1,内容比形式重要。,2,32,32_1_2
32_1,这篇文章没有什么特别的内容。,3,32,32_1_3
32_2,〔检查包里的东西〕➜ 东西,1,32,32_2_1
33_1,思想自由/言论自由,1,33,33_1_1
33_1,居住及搬迁的自由,2,33,33_1_2
33_1,为保卫自由而斗争,3,33,33_1_3
33_1,自由选择职业,4,33,33_1_4
33_1,轻松自由地说三种语言,5,33,33_1_5
34_1,进行简单说明,1,34,34_1_1
34_1,简单的料理,2,34,34_1_2
34_1,简单地解决问题,3,34,34_1_3
35_1,广场的中心有一个喷泉。,1,35,35_1_1
35_1,以他为中心，几位诗人办了一本文学杂志。,2,35,35_1_2
35_2,〔那个地区的农业以种植马铃薯为主。〕,1,35,35_2_1
35_3,这是去年成立的中国文化研究中心。,1,35,35_3_1
35_4,〔立场动摇〕,1,35,35_4_1
36_1,最近的事/最近的情况,1,36,36_1_1
36_1,一直到最近,2,36,36_1_2
36_1,最近他有一件很重要的事。,3,36,36_1_3
37_1,参加比赛/参加竞赛/参加训练/参加讨论,1,37,37_1_1
37_1,鼓励大家参加,2,37,37_1_2
37_1,希望参加,3,37,37_1_3
38_1,恋爱结婚/经介绍结婚,1,38,38_1_1
38_1,约定结婚,2,38,38_1_2
38_1,他们谈了三年恋爱后，终于结婚了。,3,38,38_1_3
39_1,一般常识,1,39,39_1_1
39_1,一般参加者,2,39,39_1_2
39_1,国民的普遍 看法/认识,3,39,39_1_3
39_1,这个原则并不特殊，而是适用于整个社会的普遍原则。,4,39,39_1_4
39_1,这是很一般的情况。,5,39,39_1_5
39_2,人心都一样。,1,39,39_2_1
39_2,"他俩长得一般高。J 일본어의 ‘一般’에도 ‘같다’, ‘마찬가지다’와 같은 의미가 있기는 하나, 잘 쓰이지 않음.",2,39,39_2_2
40_1,原始社会/奴隶社会/封建社会/资本主义社会,1,40,40_1_1
40_1,走出校园，步入社会,2,40,40_1_2
40_1,社会生活/社会活动,3,40,40_1_3
40_1,为社会做贡献,4,40,40_1_4
40_2,上流社会/贵族社会/军人社会,1,40,40_2_1
41_1,保险公司/保险条款,1,41,41_1_1
41_1,人寿保险/意外伤害保险/火灾保险/汽车保险,2,41,41_1_2
41_1,买保险/签订保险合同,3,41,41_1_3
41_1,解除保险合同,4,41,41_1_4
41_2,这么打算可不保险。,1,41,41_2_1
41_3,你听我的，保险不会出错。,1,41,41_3_1
42_1,小学,1,42,42_1_1
42_1,初中（初级中学）,2,42,42_1_2
42_1,高中（高级中学）,3,42,42_1_3
42_1,大学（普通高等学校）,4,42,42_1_4
42_1,入学,5,42,42_1_5
42_1,从学校毕业,6,42,42_1_6
42_1,上学（在学校学习）,7,42,42_1_7
43_1,油田开发/矿山开发/资源开发/土地开发,1,43,43_1_1
43_2,开发新产品/开发新药/开发新技术,1,43,43_2_1
43_3,智力开发/能力开发,1,43,43_3_1
44_1,金先生흔히 남성에 대해 씀. 여성은 ‘女士’라고 함.,1,44,44_1_1
44_2,〔小学老师/初中老师/高中老师〕,1,44,44_2_1
44_2,〔在学校当老师〕➜ 老师,2,44,44_2_2
44_3,我先生生得虎背熊腰。 *丈夫,1,44,44_3_1
45_1,受害程度（受灾程度）,1,45,45_1_1
45_1,调查受灾程度有多严重,2,45,45_1_2
45_2,〔适可而止。〕,1,45,45_2_1
45_2,〔做人要适可而止，这也太过分了！〕,2,45,45_2_2
45_3,"〔昨天聚了大概十个人左右。〕➜ 左右, 差不多",1,45,45_3_1
46_1,世界足球选手锦标赛,1,46,46_1_1
46_1,辩论大赛/口才大赛,2,46,46_1_2
46_1,党大会/代议员大会/工会会员大会,3,46,46_1_3
46_1,召开〜大会/举办〜大会,4,46,46_1_4
46_1,参加~大会,5,46,46_1_5
46_1,"在比赛中获奖/在比赛中夺冠 *比赛, 大赛",6,46,46_1_6
47_1,发表调查结果/发表搜查结果,1,47,47_1_1
47_1,发表经济开发计划,2,47,47_1_2
47_1,在学术期刊上发表研究 结果/成果,3,47,47_1_3
47_1,在文学杂志上发表新小说。,4,47,47_1_4
47_1,二人正式宣布结婚。,5,47,47_1_5
48_1,我对那个人的印象非常好。,1,48,48_1_1
48_1,那部作品给我留下了很深刻的印象。,2,48,48_1_2
48_1,对那个人的第一印象很好。/对那个人的第一印象很不错。,3,48,48_1_3
49_1,不光结果重要，过程也很重要。,1,49,49_1_1
49_1,调查结果/搜查结果/研究结果/实验结果/测试结果,2,49,49_1_2
49_1,原因与结果之间的因果关系,3,49,49_1_3
49_2,〔因为努力学习，所以取得了好成绩。〕,1,49,49_2_1
50_1,地球上存在无数的生命。,1,50,50_1_1
50_1,这样操作存在安全隐患。存在~중국어에서는 존재하는 것이동사 ‘存在’뒤에 오는 경우가 많음.,2,50,50_1_2
50_2,人是社会性的存在。,1,50,50_2_1
50_2,他在这个领域是不可忽视的存在。,2,50,50_2_2
51_1,韩国最早的女子大学,1,51,51_1_1
51_1,世界上首次开发,2,51,51_1_2
51_1,〜是世界上首次。중국어에서는 명사로서 가능하기는 하지만 잘 사용하지 않는 다는 주석을 추가할 것.,3,51,51_1_3
51_2,起初我还以为是谁呢。,1,51,51_2_1
51_2,首先确认考勤。,2,51,51_2_2
51_2,崇明岛最初不过是一片小沙洲。,3,51,51_2_3
52_1,登山装备/实验装备,1,52,52_1_1
52_1,旧的/陈旧的 装备,2,52,52_1_2
52_1,要做这件事，需要特殊的装备。,3,52,52_1_3
52_1,在 船上/飞机上装备最先进的武器,4,52,52_1_4
53_1,电力消费,1,53,53_1_1
53_1,过度的消费热潮,2,53,53_1_2
53_1,（在〜方面）消耗过多的精力/时间,3,53,53_1_3
54_1,采用新的制度。,1,54,54_1_1
54_1,对方公司最终采用了我们的方案。,2,54,54_1_2
54_2,〔招聘 考试/面试〕,1,54,54_2_1
54_2,〔聘用 人才/本科毕业生/有经验者〕,2,54,54_2_2
54_2,〔扩大/缩小 招聘规模〕,3,54,54_2_3
55_1,〔这个苹果整个都坏了。〕,1,55,55_1_1
55_1,〔整座山都被红叶覆盖了。〕,2,55,55_1_2
55_1,〔整个班/整个年级 都参与到这件事中来。〕,3,55,55_1_3
55_1,〔全体起立！〕중국어의 '全体'는 보통 사람을 나타냄.,4,55,55_1_4
56_1,低空飞行/侦查飞行/夜间飞行,1,56,56_1_1
56_1,询问一下到达目的地所需的飞行时间,2,56,56_1_2
56_1,飞行于 太平洋上空/宇宙,3,56,56_1_3
57_1,国际婚姻/国际电话/国际关系/国际形势/国际问题/国际交易/国际贸易/国际会议/国际大赛/国际比赛,1,57,57_1_1
57_1,国际的,2,57,57_1_2
57_1,国际化,3,57,57_1_3
58_1,大企业/中小企业/国营企业/民间企业/海外企业,1,58,58_1_1
58_1,创建企业/经营企业/企业上市/企业出售/企业合并,2,58,58_1_2
59_1,专门领域/专门人才,1,59,59_1_1
59_1,这家餐厅专门做烤肉。,2,59,59_1_2
59_1,他是 电脑/统计/会计 专家。,3,59,59_1_3
59_1,你的专业是什么？,4,59,59_1_4
59_2,这次会议专门讨论经济问题。,1,59,59_2_1
59_3,我是专门从山东来拜访您的。,1,59,59_3_1
60_1,屋子的中央有一张桌子。,1,60,60_1_1
60_1,城市的中央有一个广场。,2,60,60_1_2
60_1,冲出运动场的中央,3,60,60_1_3
60_2,中央政府,1,60,60_2_1
60_2,由中央传达到地方的 方针/命令/公文,2,60,60_2_2
60_2,由中央派到地方的官员,3,60,60_2_3
61_1,用普通人的感觉无法理解。,1,61,61_1_1
61_1,做〜很普通。,2,61,61_1_2
61_1,他的实力不一般。,3,61,61_1_3
61_2,〔他一般八点上班。〕,1,61,61_2_1
61_2,〔这个地方的人一般夏天去度假。〕➜ 一般,2,61,61_2_2
62_1,经济成长/经济发展/经济开发/经济计划/经济危机/经济活动/经济资助,1,62,62_1_1
62_1,国家经济/国民经济/地下经济/地域经济,2,62,62_1_2
62_2,经济运作/经济作物,1,62,62_2_1
63_1,现代社会/现代医学/现代潮流,1,63,63_1_1
63_1,从古代到现代,2,63,63_1_2
63_1,追溯由近代至现代的风俗变迁,3,63,63_1_3
64_1,父亲战死于沙场，当时我十岁。,1,64,64_1_1
65_1,实际情况,1,65,65_1_1
65_1,这是他实际的样子。,2,65,65_1_2
65_1,描写难民生活的实际情况,3,65,65_1_3
65_2,不要说空话，要做实际工作。,1,65,65_2_1
65_3,〔谁都没感觉到那个药有什么实际效果。〕,1,65,65_3_1
65_3,〔真的很吃惊。〕,2,65,65_3_2
65_4,这种大胆的做法不实际。,1,65,65_4_1
66_1,学生们正在教室里学习。,1,66,66_1_1
66_1,不符合学生身份的行为,2,66,66_1_2
66_1,开补习班招生,3,66,66_1_3
67_1,办/开设 银行账户,1,67,67_1_1
67_1,把工资都存入银行,2,67,67_1_2
67_1,向银行申请贷款（融资）,3,67,67_1_3
67_1,向银行贷款,4,67,67_1_4
67_2,血液银行/骨髄银行,1,67,67_2_1
68_1,家人旅行/修学旅行/毕业旅行/观光旅行/团体旅行/背包(小型)旅行,1,68,68_1_1
68_1,请假去国外旅行,2,68,68_1_2
68_1,他退休后去世界各地旅行。,3,68,68_1_3
69_1,六岁以下的儿童免费。,1,69,69_1_1
69_1,19岁以下不得观看,2,69,69_1_2
69_1,室内温度保持在18度以下,3,69,69_1_3
69_1,校长及全体教职工,4,69,69_1_4
69_2,以下省略。,1,69,69_2_1
69_2,以下是具体内容。,2,69,69_2_2
70_1,说明机械的使用方法,1,70,70_1_1
70_1,这里有详细说明。,2,70,70_1_2
70_1,说明事情的原委。,3,70,70_1_3
70_2,这件事情充分说明他是一个卑鄙无耻的小人。,1,70,70_2_1
71_1,感觉器官,1,71,71_1_1
71_1,因为寒冷，指尖冻得什么感觉都没有。,2,71,71_1_2
71_2,他是一位语感非常好的作家。,1,71,71_2_1
71_2,这部作品中能感受到新时代的感觉。,2,71,71_2_2
71_3,我感觉考试考得还不错。,1,71,71_3_1
72_1,很有经验/经验不足,1,72,72_1_1
72_1,从我的经验来看,2,72,72_1_2
72_1,谈自己的经验,3,72,72_1_3
72_1,这种事情，我还没经验过。,4,72,72_1_4
73_1,由于他的表现出色，我们队赢了。,1,73,73_1_1
73_1,令人期待的选手,2,73,73_1_2
73_1,他是活跃在欧洲的歌手。,3,73,73_1_3
73_2,迎新晚会气氛很活跃。,1,73,73_2_1
73_2,他很有本事，一下子就把现场气氛活跃起来了。,2,73,73_2_2
74_1,他代表我国参加了国际会谈。,1,74,74_1_1
74_1,代表毕业生讲话。,2,74,74_1_2
74_1,选拔地区代表,3,74,74_1_3
74_1,各国代表在一起磋商能源问题。,4,74,74_1_4
74_1,代表美国的诗人,5,74,74_1_5
74_2,玫瑰代表着爱情。,1,74,74_2_1
75_1,交通与通信的发达,1,75,75_1_1
75_1,通信中断/通信断绝,2,75,75_1_2
75_1,家庭通信,3,75,75_1_3
75_1,有线通信/无线通信/PC通信/网络通信,4,75,75_1_4
76_1,这把雨伞的主人是谁？,1,76,76_1_1
76_1,没有 主人的房子/主人的物件/主人的土地,2,76,76_1_2
76_1,具有主人翁意识,3,76,76_1_3
76_1,人民是国家的主人。,4,76,76_1_4
76_2,菜馊了，所以向餐厅的主人抗议。,1,76,76_2_1
76_2,主人招待客人吃饭。,2,76,76_2_2
76_3,〔你丈夫做什么工作？〕,1,76,76_3_1
76_3,〔请向你家先生问好。〕,2,76,76_3_2
77_1,看到孩子安全归来，妈妈放心了。,1,77,77_1_1
77_1,一切都平安无事，我安心了。,2,77,77_1_2
77_1,所有问题都处理好了，现在您可以安心了。,3,77,77_1_3
77_1,现在 安心/放心 还为时尚早。,4,77,77_1_4
78_1,除有关人员以外，禁止出入。（闲人止步）,1,78,78_1_1
78_1,除了合同上提出的业务以外，不负责其他业务。,2,78,78_1_2
79_1,清楚地表达自己的 意志/意见/想法/感情,1,79,79_1_1
79_1,这幅画很好地表现出春天的 感觉/氛围。,2,79,79_1_2
79_1,爱情表现,3,79,79_1_3
79_2,这人爱表现，还要抢功劳。,1,79,79_2_1
80_1,失去意识/恢复意识,1,80,80_1_1
80_1,有意识/没有意识/恢复意识,2,80,80_1_2
80_2,唤醒市民意识/历史意识/社会意识,1,80,80_2_1
80_2,通过这个事件，他的社会意识有了很大的提高。,2,80,80_2_2
80_3,他似乎过于在意对手。,1,80,80_3_1
80_3,看到夕阳斜挂，他才意识到已经这么晚了。,2,80,80_3_2
81_1,紧急事态/非常时期/紧急警报,1,81,81_1_1
81_1,进入紧急状态。,2,81,81_1_2
81_2,他在画画方面有着非凡的才能。,1,81,81_2_1
81_2,他对此事表示非常关注。,2,81,81_2_2
81_3,假日人非常多。,1,81,81_3_1
81_3,他的头脑非常灵活。,2,81,81_3_2
82_1,郊游那天要穿活动方便的衣服。,1,82,82_1_1
82_1,即使上了年纪，经常进行室外活动也对身体很好。,2,82,82_1_2
82_2,社会活动/地区活动/环保活动/就业活动,1,82,82_2_1
82_2,假期学生们计划参加多种多样的活动。,2,82,82_2_2
82_3,火山活动活跃/地壳活动活跃,1,82,82_3_1
82_4,这个椅子腿活动了。,1,82,82_4_1
82_5,活动房屋在灾后派上了大用场。,1,82,82_5_1
83_1,他为了健康，每天早上都运动。,1,83,83_1_1
83_1,运动过度反而不利于健康。,2,83,83_1_2
83_1,今天下雨，所以没去运动。,3,83,83_1_3
83_1,你喜欢什么运动？,4,83,83_1_4
83_2,社会运动/工人运动/革命运动/环保运动/反核运动/学生运动,1,83,83_2_1
83_2,很多团体都开展运动反对政府的此项举措。,2,83,83_2_2
83_3,自由落体运动/简谐运动,1,83,83_3_1
83_3,观测原子运动/天体运动,2,83,83_3_2
84_1,〔报纸上大幅报道了昨天的事故。〕,1,84,84_1_1
84_1,〔他每天早上都看报纸。〕,2,84,84_1_2
84_1,〔报刊记者/报纸新闻/报纸报道/报刊发行/送报纸〕,3,84,84_1_3
84_1,〔早报/晚报/日报/报纸网络版〕➜ 报纸,4,84,84_1_4
84_2,你从国外回来，有什么新闻说说。,1,84,84_2_1
84_2,今天的新闻说今年的经济形势不容乐观。,2,84,84_2_2
85_1,他那样做是有他的理由的。,1,85,85_1_1
85_1,你有什么理由这样做？,2,85,85_1_2
85_1,他辞掉了董事长一职，理由是工作繁忙。,3,85,85_1_3
85_1,没有理由的 犯罪/行动,4,85,85_1_4
86_1,作为教练去指导足球运动员。,1,86,86_1_1
86_1,指导学生走正确的路。,2,86,86_1_2
86_1,今后请多指导我。,3,86,86_1_3
86_1,生涯规划指导/学生指导,4,86,86_1_4
87_1,实现梦想/实现计划/实现理想,1,87,87_1_1
87_1,要实现这一计划，需要花很多钱。,2,87,87_1_2
87_1,这个计划实现的可能性很大。,3,87,87_1_3
87_1,自我实现,4,87,87_1_4
88_1,结婚后组成一个家庭。,1,88,88_1_1
88_1,家庭生活/家庭百科/家庭常备药品,2,88,88_1_2
88_1,他不论在公司还是在家庭里，都诚实、温柔。,3,88,88_1_3
88_1,幸福的家庭/和睦的家庭,4,88,88_1_4
88_1,家庭内不和/家庭有矛盾,5,88,88_1_5
88_1,家庭幸福就是我最大的追求。,6,88,88_1_6
89_1,社会变化,1,89,89_1_1
89_1,追随事态的变化/世界的变化,2,89,89_1_2
89_1,心境的变化/态度的变化,3,89,89_1_3
89_1,开放以后，两国关系变得很友好。,4,89,89_1_4
89_1,因为这件事而发生了显著的变化。,5,89,89_1_5
90_1,看地图，找到我所在的位置,1,90,90_1_1
90_1,这家店铺的位置不佳，所以生意不好。,2,90,90_1_2
90_1,医院的位置在地铁站的南侧。（医院位于地铁站的南侧。）,3,90,90_1_3
90_1,那个建筑的位置在市中心。,4,90,90_1_4
90_2,他在公司占有重要的位置。,1,90,90_2_1
90_2,我对自己在公司内的位置感到满意。,2,90,90_2_2
90_2,坐上了局长的位置，他更加得意了。,3,90,90_2_3
91_1,这个市场有各种各样的餐饮。,1,91,91_1_1
91_1,这个产品的设计有两种。,2,91,91_1_2
91_1,茶叶有很多种类。,3,91,91_1_3
92_1,金融市场完全开放。,1,92,92_1_1
92_1,力求充分做好活动的准备工作,2,92,92_1_2
92_1,世上没有完美的人。,3,92,92_1_3
92_2,他完全就是个人渣。,1,92,92_2_1
92_2,完全失败了。,2,92,92_2_2
93_1,参考资料/研究资料/学习资料,1,93,93_1_1
93_1,收集庞大的资料,2,93,93_1_2
93_1,因资料不足导致研究停滞不前。,3,93,93_1_3
94_1,同时做两件事。,1,94,94_1_1
94_1,两辆车几乎同时出发。,2,94,94_1_2
94_1,同时进行/同时录音,3,94,94_1_3
94_1,门打开的同时就跑出去了。,4,94,94_1_4
94_2,那个人是农民，同时也是一位诗人。,1,94,94_2_1
94_2,他曾是我最要好的朋友，同时也是这个国家最重要的人物。,2,94,94_2_2
95_1,因个人原因 缺勤/早退。,1,95,95_1_1
95_1,团体门票比个人门票便宜。,2,95,95_1_2
95_1,测试结果有个人差异是理所当然的。,3,95,95_1_3
95_1,个人的要求与集体的要求产生矛盾。,4,95,95_1_4
95_1,以个人的资格参加。,5,95,95_1_5
95_2,个人认为这样的要求是极其荒谬的！,1,95,95_2_1
96_1,政治活动/政治势力/政治水平/政治体系,1,96,96_1_1
96_1,这件事不能被政治利用。,2,96,96_1_2
96_1,只有政治稳定，经济才会发展。,3,96,96_1_3
